cyl_ch1,cyl_ch2,hook_ch1,hook_ch2,tip_ch1,tip_ch2,palm_ch1,palm_ch2,spher_ch1,spher_ch2,lat_ch1,lat_ch2,target
0.225208,-0.716094,-0.488838,0.227693,0.021195,-0.001877,-0.004307,-0.052892,-0.004307,-0.435509,0.25071,0.125662,1
0.174205,0.15117,0.658736,0.049139,0.021195,-0.027385,0.021195,0.125662,-0.259323,-0.614063,0.123201,0.176677,1
0.072198,0.686832,0.072198,-0.001877,0.072198,0.023631,0.0977,0.074646,-0.080812,-0.945664,0.276211,0.125662,0
0.046696,0.406247,0.021195,0.48277,0.225208,0.15117,0.276211,0.278708,0.148703,0.559294,0.327214,0.176677,0
0.148703,0.227693,0.582231,0.202185,0.148703,0.278708,0.123201,0.380739,0.327214,2.038743,0.225208,0.253201,0
-0.080812,-0.384493,0.658736,0.406247,0.25071,0.304216,0.225208,0.278708,0.480224,1.350034,0.174205,0.304216,0
0.123201,-0.384493,0.123201,-0.205939,0.174205,0.304216,0.276211,0.049139,0.480224,1.196987,0.0977,0.176677,0
0.276211,0.304216,1.04126,-0.410001,0.199706,0.406247,-0.004307,0.074646,0.021195,0.074646,0.174205,0.100154,0
0.123201,0.355232,1.143267,0.431755,0.148703,0.202185,0.25071,-0.103908,-0.284825,-0.53754,0.021195,-0.027385,0
0.123201,0.48277,0.225208,-0.205939,0.123201,-0.027385,0.174205,0.15117,-0.029808,-1.302772,0.123201,0.049139,0
0.0977,0.559294,-1.126379,0.049139,0.174205,-0.052892,-0.004307,0.278708,-0.437835,-0.971171,0.123201,0.023631,0
0.0977,0.584801,-0.463336,0.533786,0.123201,-0.001877,-0.080812,0.023631,0.046696,-0.741602,0.199706,-0.027385,0
0.148703,0.355232,0.454723,0.202185,0.0977,0.049139,0.046696,0.074646,0.378218,0.355232,-0.004307,0.023631,0
0.148703,0.125662,0.505726,0.355232,0.072198,0.202185,0.123201,0.304216,0.301713,0.661324,0.148703,0.125662,0
-0.284825,-0.563047,0.378218,-0.231447,0.174205,0.202185,0.276211,0.329724,0.454723,1.018433,0.327214,0.202185,0
0.225208,-0.53754,0.786244,0.329724,0.199706,0.304216,0.301713,0.176677,0.199706,1.27351,0.225208,0.15117,0
0.531228,-0.30797,0.709739,0.661324,0.301713,0.278708,0.199706,0.023631,-0.284825,0.329724,0.046696,-0.027385,0
0.301713,0.661324,-0.157317,0.100154,0.123201,0.202185,0.148703,0.125662,-0.157317,0.253201,0.072198,0.074646,0
0.403719,0.788863,-0.794857,0.278708,0.123201,0.125662,-0.080812,0.100154,0.352716,0.865386,0.046696,0.074646,0
0.148703,0.48277,-0.947867,-0.052892,0.072198,-0.001877,-0.004307,0.074646,0.403719,-0.435509,0.0977,0.15117,0
0.0977,-0.588555,0.352716,0.15117,-0.029808,-0.0784,0.046696,-0.052892,0.352716,-1.149726,-0.029808,0.023631,1
-0.05531,-0.53754,0.046696,0.125662,-0.004307,0.023631,0.072198,0.15117,0.046696,-0.512032,-0.106313,-0.001877,1
-0.004307,0.406247,0.327214,-0.154923,0.148703,0.176677,0.148703,0.533786,0.148703,-0.256954,-0.004307,-0.001877,0
-0.080812,0.406247,0.633234,0.15117,0.403719,0.125662,0.327214,0.431755,0.403719,0.176677,0.199706,0.227693,0
0.046696,0.584801,0.531228,0.661324,0.301713,0.202185,0.174205,-0.001877,0.709739,1.018433,0.174205,0.176677,0
0.199706,0.457263,-0.488838,-0.435509,0.148703,0.253201,0.225208,0.023631,0.327214,0.074646,0.276211,-0.001877,0
0.123201,0.559294,0.607732,-0.256954,0.148703,0.253201,0.148703,0.227693,-0.20832,-0.180431,0.0977,0.074646,0
0.199706,0.227693,0.021195,0.431755,0.123201,0.253201,0.123201,0.329724,-0.029808,0.074646,0.072198,0.253201,0
0.123201,-0.0784,-0.182818,0.023631,0.123201,0.074646,0.072198,-0.001877,-0.692851,0.431755,-0.004307,0.125662,0
0.25071,-0.358985,0.301713,0.125662,-0.05531,0.049139,0.174205,0.023631,0.480224,0.584801,-0.080812,0.023631,0
0.021195,0.227693,0.582231,0.508278,0.046696,0.100154,-0.004307,-0.180431,0.046696,0.355232,-0.05531,-0.027385,0
0.225208,0.635817,0.123201,0.533786,-0.029808,-0.001877,-0.106313,0.227693,-0.05531,0.355232,-0.004307,-0.001877,0
0.352716,0.610309,0.148703,0.763355,0.0977,0.125662,-0.106313,0.304216,0.301713,0.355232,0.021195,0.100154,0
0.225208,-0.154923,0.378218,0.304216,0.327214,0.202185,0.225208,0.278708,0.327214,0.125662,0.148703,0.355232,1
0.199706,-0.154923,0.072198,-0.256954,0.225208,0.15117,0.454723,0.202185,0.021195,-0.690586,0.199706,0.253201,1
0.276211,-0.30797,-0.004307,0.125662,0.199706,0.278708,0.327214,0.176677,0.429221,-0.996679,0.25071,0.176677,1
0.0977,0.023631,-0.029808,0.202185,0.301713,0.253201,0.174205,0.227693,0.072198,-0.001877,0.225208,0.304216,1
-0.157317,0.227693,0.225208,-0.333478,0.199706,0.100154,0.199706,0.202185,0.123201,0.94191,0.072198,0.15117,0
-0.106313,0.227693,0.021195,-0.231447,0.123201,0.049139,0.199706,0.100154,0.123201,0.71234,0.148703,0.202185,0
-0.131815,0.049139,-0.05531,0.202185,0.174205,0.176677,0.148703,0.100154,0.429221,0.278708,0.123201,0.100154,0
0.454723,0.15117,-1.687415,0.457263,0.021195,0.049139,-0.004307,0.100154,0.25071,-0.027385,-0.004307,-0.0784,1
0.301713,0.48277,1.015759,-0.256954,-0.05531,-0.027385,-0.05531,0.049139,0.199706,0.431755,-0.05531,0.023631,0
0.174205,0.227693,1.19427,-0.231447,0.148703,0.049139,0.072198,0.049139,-0.080812,0.457263,0.046696,0.125662,0
0.021195,-0.027385,0.811746,0.71234,0.174205,0.176677,0.301713,0.227693,-0.284825,-0.333478,0.148703,0.278708,1
0.225208,0.253201,-0.080812,0.890894,0.301713,0.278708,0.25071,-0.052892,0.429221,-0.588555,0.123201,0.329724,0
-0.004307,0.049139,-0.386831,0.329724,0.301713,0.278708,0.327214,0.431755,0.199706,-0.512032,0.199706,0.253201,0
-0.080812,0.202185,-0.539841,-0.205939,0.225208,0.15117,0.225208,0.610309,0.072198,0.48277,0.25071,0.278708,0
0.046696,0.431755,-0.463336,0.125662,0.123201,0.074646,0.0977,0.278708,0.046696,0.48277,0.276211,0.227693,0
0.378218,0.814371,-0.106313,0.15117,0.0977,0.049139,0.123201,-0.001877,0.123201,0.788863,0.148703,0.15117,0
0.429221,0.253201,1.525791,0.023631,0.021195,0.074646,0.046696,0.023631,-0.20832,0.559294,-0.05531,-0.052892,0
0.301713,-0.665078,1.245273,0.533786,0.072198,0.278708,0.174205,-0.205939,-0.004307,0.100154,-0.131815,-0.001877,0
-0.029808,-1.073202,-0.080812,-0.665078,0.174205,0.125662,0.072198,-0.052892,0.199706,1.222495,0.046696,0.15117,0
-0.004307,-0.486524,-0.36133,0.049139,0.123201,0.074646,0.0977,-0.0784,0.123201,1.324526,0.225208,0.278708,0
0.148703,0.814371,-0.259323,-0.052892,0.225208,0.125662,0.148703,0.227693,0.25071,-0.53754,0.225208,0.023631,0
0.046696,1.171479,0.0977,0.508278,0.276211,0.176677,0.123201,0.355232,0.607732,-3.088314,0.276211,0.202185,0
0.046696,1.043941,0.123201,0.355232,0.174205,0.176677,0.199706,0.355232,0.505726,-2.501636,0.225208,0.125662,0
-0.05531,0.508278,0.072198,0.48277,0.352716,0.227693,0.25071,0.176677,0.123201,-0.154923,0.199706,0.253201,0
-0.05531,0.304216,0.123201,-0.30797,0.123201,0.253201,0.225208,0.278708,-0.20832,1.554096,0.148703,0.125662,0
0.505726,0.023631,0.505726,0.049139,0.0977,0.15117,0.148703,0.15117,0.021195,1.783665,-0.05531,0.074646,0
0.582231,-0.588555,1.04126,0.253201,0.046696,0.049139,0.0977,-0.001877,-0.157317,1.120464,0.123201,-0.052892,0
0.046696,-0.971171,0.021195,0.355232,0.021195,0.049139,0.046696,0.15117,0.148703,0.890894,0.174205,0.049139,0
0.174205,0.023631,-0.565343,0.125662,0.046696,-0.052892,0.046696,0.100154,0.480224,0.992925,0.072198,-0.052892,0
0.072198,0.355232,-0.259323,0.074646,0.046696,0.074646,0.0977,0.100154,0.021195,0.661324,0.072198,0.304216,0
0.174205,0.584801,-0.004307,0.227693,0.199706,0.100154,0.276211,0.100154,0.174205,-0.435509,0.301713,0.329724,0
0.225208,0.380739,0.301713,0.457263,0.174205,0.176677,0.276211,0.15117,0.046696,-1.175233,0.174205,0.227693,0
-0.029808,0.227693,0.225208,0.15117,0.25071,0.253201,0.352716,0.278708,0.123201,-0.461016,0.123201,0.15117,0
-0.106313,0.125662,0.25071,0.406247,0.327214,0.304216,0.276211,0.227693,-0.386831,0.202185,0.148703,0.227693,0
-0.106313,-0.103908,-0.284825,-0.53754,0.225208,0.202185,0.174205,0.227693,-0.080812,-0.027385,0.225208,0.176677,0
0.123201,-0.0784,-0.080812,-0.461016,0.046696,0.100154,0.25071,0.049139,-0.20832,-0.180431,0.0977,0.023631,0
0.174205,0.074646,-0.106313,0.304216,0.021195,0.074646,0.25071,-0.001877,0.837247,0.916402,0.072198,0.100154,0
0.225208,0.355232,1.015759,0.329724,0.021195,0.100154,0.148703,0.125662,0.480224,1.018433,-0.05531,-0.027385,0
0.174205,0.406247,0.352716,-0.001877,0.072198,-0.001877,-0.131815,0.125662,-0.233821,0.584801,0.174205,0.278708,0
0.123201,0.380739,0.301713,0.15117,0.021195,-0.027385,0.046696,0.304216,-0.335828,-1.251757,-0.004307,0.304216,0
0.480224,0.253201,0.199706,0.48277,0.225208,0.176677,0.174205,0.100154,0.811746,-1.481326,0.0977,-0.103908,1
0.0977,0.329724,0.327214,0.48277,0.199706,0.176677,0.174205,0.049139,0.301713,0.380739,0.123201,-0.052892,0
0.0977,0.100154,-0.386831,-0.512032,0.327214,0.329724,-0.029808,0.15117,0.480224,0.94191,0.148703,0.125662,0
0.225208,-0.001877,-0.157317,-0.180431,0.25071,0.253201,0.276211,0.074646,0.174205,-0.129416,0.199706,0.15117,1
0.174205,-0.154923,0.199706,0.457263,0.123201,0.100154,0.225208,-0.001877,-0.029808,0.737848,0.276211,0.15117,0
0.276211,-0.001877,-0.463336,0.176677,0.072198,0.125662,0.0977,-0.0784,-0.131815,0.610309,0.25071,0.15117,0
0.072198,-0.027385,0.403719,-0.30797,0.0977,0.100154,0.123201,0.253201,0.0977,0.304216,0.199706,0.176677,0
0.148703,0.661324,0.174205,0.253201,0.021195,0.049139,0.046696,0.202185,-0.284825,0.635817,0.046696,0.15117,0
-0.080812,0.406247,-0.284825,-0.231447,0.0977,-0.001877,0.0977,0.15117,-0.310326,0.967417,0.123201,0.253201,0
-0.106313,-0.001877,-0.284825,-0.180431,0.0977,0.15117,0.123201,0.253201,-0.131815,0.329724,0.225208,0.227693,0
0.021195,-0.767109,0.301713,0.355232,0.199706,0.049139,0.429221,0.355232,0.276211,-0.282462,0.25071,0.278708,1
0.531228,-0.53754,0.811746,0.737848,0.199706,0.176677,0.25071,0.15117,0.123201,-0.86914,0.301713,0.202185,1
0.199706,0.584801,0.021195,0.380739,0.276211,0.304216,0.0977,0.227693,1.270775,0.074646,0.352716,0.202185,0
0.403719,0.788863,0.174205,0.100154,0.25071,0.202185,0.021195,-0.103908,0.480224,0.380739,0.174205,0.202185,0
0.148703,0.559294,-0.080812,-0.512032,0.225208,0.15117,0.123201,-0.027385,-0.131815,-1.430311,0.021195,0.278708,0
0.123201,0.253201,-0.080812,0.253201,0.123201,0.125662,0.0977,0.15117,-0.106313,-0.512032,-0.029808,0.202185,0
0.0977,0.508278,-0.05531,0.253201,0.046696,0.176677,0.0977,0.253201,0.327214,1.145972,0.123201,-0.0784,0
0.123201,0.71234,-0.182818,0.100154,0.072198,0.15117,0.199706,0.125662,0.301713,0.48277,0.174205,0.049139,0
0.148703,0.508278,0.174205,-0.333478,0.072198,-0.001877,0.123201,0.074646,0.021195,0.737848,0.123201,0.049139,0
0.531228,-0.486524,-0.412333,-0.027385,0.072198,-0.027385,0.148703,0.15117,0.046696,0.763355,0.0977,0.15117,0
0.123201,-0.358985,0.939254,0.380739,0.0977,0.100154,0.199706,0.202185,-0.080812,0.533786,0.148703,0.278708,0
0.174205,-0.103908,0.88825,0.763355,0.148703,0.202185,0.403719,0.304216,0.225208,0.023631,0.0977,0.253201,1
-0.106313,-0.103908,-0.182818,-0.614063,0.225208,0.227693,0.225208,0.355232,0.327214,-0.231447,0.123201,0.074646,0
-0.05531,-0.256954,0.174205,0.992925,0.225208,0.227693,0.199706,0.278708,-0.233821,-0.001877,0.199706,0.15117,0
0.021195,-0.256954,0.480224,-0.027385,0.072198,0.15117,0.148703,0.15117,-0.106313,0.100154,0.276211,0.202185,0
0.225208,0.253201,-0.080812,0.125662,0.199706,0.202185,0.199706,0.049139,0.174205,0.15117,0.301713,0.253201,0
-0.106313,0.533786,0.021195,0.304216,0.174205,0.202185,0.174205,0.100154,0.429221,-0.129416,0.199706,0.202185,0
-0.004307,0.431755,0.072198,0.967417,0.072198,0.100154,0.225208,0.049139,0.378218,-0.103908,0.072198,0.125662,0
0.480224,0.355232,0.301713,0.125662,0.046696,0.074646,-0.080812,0.049139,0.123201,0.049139,0.021195,0.125662,1
0.352716,0.202185,0.046696,-0.231447,0.123201,0.15117,0.072198,0.023631,0.021195,0.304216,0.0977,0.176677,0
0.148703,0.100154,0.021195,-0.180431,0.301713,0.074646,0.148703,0.100154,0.352716,0.71234,0.429221,0.049139,0
0.0977,-0.001877,0.123201,-0.0784,0.25071,0.15117,0.174205,0.202185,0.378218,0.125662,0.072198,0.176677,1
-0.106313,-0.027385,-0.131815,0.355232,0.123201,0.278708,0.0977,0.227693,0.25071,-1.047695,0.072198,0.176677,0
0.225208,0.559294,-0.029808,0.304216,0.199706,0.227693,0.25071,0.304216,0.0977,0.100154,0.123201,0.202185,0
0.403719,0.635817,-0.106313,0.023631,0.123201,0.15117,0.25071,0.202185,0.301713,0.661324,0.199706,0.15117,0
0.429221,-0.410001,0.327214,-0.205939,0.123201,0.15117,0.225208,-0.154923,-0.106313,0.559294,0.225208,0.074646,0
0.021195,-0.86914,1.296277,0.278708,0.0977,0.15117,0.225208,0.253201,-0.080812,0.635817,0.148703,-0.001877,0
-0.05531,-0.154923,0.607732,0.329724,0.046696,0.125662,0.148703,0.355232,-0.157317,0.202185,-0.004307,0.355232,0
0.021195,0.176677,-0.310326,0.253201,0.0977,0.049139,0.174205,0.15117,-0.233821,0.023631,-0.029808,0.253201,0
0.148703,0.686832,-0.922366,0.71234,0.072198,0.176677,0.021195,0.049139,-0.080812,-0.154923,0.0977,0.074646,0
-0.131815,1.069448,0.505726,-0.30797,0.225208,0.227693,0.046696,-0.001877,0.582231,0.380739,0.505726,0.202185,0
-0.233821,0.457263,0.480224,-0.512032,0.148703,0.15117,0.199706,-0.052892,0.607732,0.839879,0.199706,0.125662,0
0.0977,-0.103908,0.378218,-0.052892,0.148703,0.15117,0.276211,0.023631,0.964755,0.15117,0.046696,0.15117,1
0.531228,-0.256954,0.480224,0.253201,0.276211,0.227693,0.148703,0.253201,1.270775,-0.614063,0.148703,0.074646,1
0.429221,0.176677,-0.284825,0.48277,0.123201,0.202185,0.123201,0.559294,-1.049874,-0.894648,-0.004307,-0.001877,0
0.199706,0.355232,-0.641848,0.355232,0.072198,0.15117,0.199706,0.431755,0.225208,-0.001877,0.123201,0.125662,0
0.072198,0.253201,-0.36133,-0.052892,0.072198,0.049139,0.123201,0.202185,0.225208,0.227693,0.046696,0.15117,0
-0.029808,0.023631,0.607732,0.304216,0.021195,-0.027385,0.072198,0.100154,-0.488838,0.839879,0.123201,0.023631,0
-0.004307,-0.358985,0.199706,-0.154923,0.148703,-0.052892,0.148703,0.125662,-0.310326,0.865386,0.301713,0.125662,0
0.046696,0.15117,-0.36133,-0.154923,0.072198,0.074646,0.225208,0.049139,0.072198,-1.226249,0.25071,0.125662,0
0.327214,0.176677,-0.004307,-0.154923,0.199706,0.176677,0.352716,0.049139,0.123201,-0.384493,0.174205,0.176677,1
-0.157317,-0.205939,0.276211,0.100154,0.199706,0.278708,0.301713,0.176677,0.429221,0.610309,0.046696,0.15117,0
0.327214,-0.0784,0.403719,0.763355,0.276211,0.355232,0.199706,0.176677,0.225208,0.839879,0.046696,0.227693,0
0.607732,0.457263,0.429221,0.355232,0.327214,0.329724,0.123201,0.304216,0.174205,0.304216,0.021195,0.15117,0
0.480224,0.329724,0.531228,0.380739,0.199706,0.202185,-0.004307,0.329724,0.123201,0.023631,0.123201,0.125662,1
0.0977,0.48277,0.123201,0.431755,0.021195,-0.027385,0.072198,0.049139,0.301713,0.355232,0.174205,0.074646,0
-0.157317,0.253201,0.378218,-0.435509,-0.029808,-0.0784,0.072198,0.253201,0.301713,0.610309,0.123201,0.15117,0
0.021195,0.125662,0.454723,-0.256954,0.021195,0.100154,0.454723,0.227693,0.378218,0.049139,0.046696,0.15117,0
0.0977,0.227693,0.735241,0.559294,0.148703,0.278708,0.0977,-0.256954,0.352716,-0.588555,0.072198,-0.001877,0
0.225208,-0.052892,-0.20832,-0.256954,0.123201,0.125662,0.046696,0.125662,0.046696,-0.205939,0.25071,0.329724,1
0.25071,0.023631,-0.488838,0.278708,0.148703,0.100154,0.225208,0.074646,-0.259323,0.661324,0.276211,0.278708,0
0.0977,-0.052892,-0.412333,0.329724,0.25071,0.15117,0.072198,-0.027385,0.25071,0.661324,0.25071,0.202185,0
-0.080812,0.100154,-0.233821,0.176677,0.276211,0.304216,0.123201,0.049139,-0.106313,-1.251757,0.199706,0.074646,0
0.123201,0.253201,0.148703,0.15117,0.301713,0.253201,0.225208,0.253201,-0.106313,-0.384493,0.072198,0.074646,0
0.148703,0.253201,0.709739,-0.027385,0.0977,0.15117,0.199706,0.431755,0.0977,0.278708,0.046696,0.049139,0
0.072198,0.559294,0.913752,0.074646,0.046696,0.125662,0.021195,0.023631,0.225208,0.686832,0.25071,0.304216,0
0.327214,0.253201,0.709739,-0.052892,0.072198,0.125662,0.021195,-0.0784,0.531228,0.559294,0.021195,-0.052892,0
0.531228,0.100154,0.454723,0.559294,0.0977,0.100154,0.072198,0.023631,0.786244,0.610309,-0.004307,-0.052892,1
0.429221,-0.588555,-0.284825,0.278708,-0.029808,-0.052892,0.123201,0.176677,0.327214,0.431755,-0.05531,0.15117,0
-0.106313,-0.461016,-0.692851,-0.129416,0.123201,0.023631,0.199706,0.355232,-0.284825,-0.231447,0.0977,0.329724,0
-0.106313,0.686832,-0.718353,-0.001877,0.225208,0.202185,0.148703,-0.052892,-0.029808,-0.052892,0.327214,0.457263,0
0.072198,1.222495,-0.386831,0.049139,0.174205,0.329724,0.0977,0.125662,-0.106313,0.355232,0.352716,0.049139,0
0.123201,0.610309,0.735241,-0.001877,0.352716,0.355232,0.174205,0.304216,0.021195,0.074646,0.327214,-0.0784,0
0.123201,-0.665078,1.245273,0.15117,0.225208,0.253201,0.123201,0.355232,-0.029808,0.304216,0.0977,0.125662,0
0.25071,-0.614063,0.633234,0.610309,0.0977,0.15117,0.072198,0.049139,0.531228,0.559294,0.021195,0.176677,0
0.021195,0.355232,-0.335828,-0.103908,0.0977,0.176677,0.148703,-0.0784,0.531228,0.074646,0.199706,0.100154,0
0.531228,0.94191,-0.463336,0.074646,0.148703,0.125662,0.123201,0.15117,-0.20832,-1.404803,0.199706,0.278708,0
0.225208,0.865386,0.25071,0.380739,-0.004307,-0.0784,0.199706,-0.001877,0.072198,-0.843633,0.046696,0.227693,0
0.046696,0.661324,0.225208,0.176677,-0.080812,0.049139,-0.182818,-0.129416,0.021195,0.814371,0.148703,-0.0784,0
-0.233821,-0.180431,0.276211,0.457263,-0.029808,0.100154,-0.080812,-0.027385,-0.05531,0.304216,0.352716,-0.154923,0
-0.029808,-1.047695,0.276211,-0.154923,0.225208,0.278708,0.148703,0.278708,0.199706,0.329724,0.199706,0.457263,0
0.225208,-0.563047,0.403719,0.202185,0.327214,0.202185,0.148703,0.176677,0.352716,-0.30797,0.021195,0.661324,1
0.072198,-0.129416,0.531228,0.355232,0.25071,0.15117,0.199706,0.227693,0.199706,-0.052892,0.0977,0.15117,1
0.276211,0.227693,0.0977,0.125662,0.174205,0.227693,0.25071,0.278708,0.046696,0.814371,0.148703,-0.0784,0
0.276211,0.48277,-0.080812,0.227693,0.174205,0.202185,0.327214,0.202185,-0.080812,1.554096,-0.004307,-0.154923,0
0.148703,0.380739,0.327214,-0.358985,0.225208,0.176677,0.072198,0.15117,0.276211,0.992925,0.123201,0.023631,0
0.0977,0.508278,-0.36133,0.049139,0.072198,0.125662,-0.004307,0.227693,0.939254,0.202185,0.123201,0.15117,0
0.225208,0.15117,0.276211,0.100154,-0.029808,0.074646,0.046696,-0.052892,-0.106313,-0.103908,0.046696,0.176677,0
0.0977,-0.103908,0.531228,0.431755,-0.004307,0.049139,0.174205,-0.052892,-0.182818,-0.154923,0.072198,0.125662,0
0.148703,0.176677,-0.616346,0.559294,0.123201,-0.001877,0.25071,0.125662,-0.284825,-0.180431,0.0977,0.049139,0
0.327214,0.329724,1.066762,0.355232,0.225208,0.100154,0.352716,0.125662,-0.029808,-0.129416,0.199706,0.253201,0
0.072198,0.457263,0.531228,-0.205939,0.123201,0.355232,0.276211,0.380739,0.480224,-0.282462,0.174205,0.202185,0
-0.080812,0.202185,0.123201,0.100154,0.225208,0.380739,0.072198,0.253201,0.327214,-0.563047,0.25071,0.202185,0
-0.233821,-0.767109,-1.202884,-0.384493,0.276211,0.176677,0.072198,-0.027385,-0.182818,0.023631,0.352716,0.278708,0
0.021195,-0.665078,0.174205,-0.410001,0.199706,0.15117,0.148703,0.278708,0.327214,-0.001877,0.276211,0.227693,1
0.123201,0.253201,0.531228,0.125662,0.021195,0.023631,0.174205,0.253201,0.148703,0.125662,0.174205,-0.001877,0
0.301713,0.814371,-0.131815,0.610309,-0.004307,0.049139,0.174205,-0.052892,-0.182818,0.202185,-0.004307,0.023631,0
0.378218,0.737848,0.046696,0.304216,0.021195,0.125662,0.021195,-0.027385,-0.412333,0.686832,0.046696,0.074646,0
0.276211,0.380739,-0.106313,0.355232,0.072198,0.049139,0.072198,0.023631,-0.437835,0.227693,0.046696,0.15117,0
0.454723,0.533786,0.301713,-0.052892,0.123201,0.100154,0.072198,0.049139,0.658736,0.508278,0.123201,0.074646,0
0.021195,0.380739,0.709739,0.15117,0.199706,0.15117,0.25071,0.100154,0.939254,-0.639571,0.174205,0.125662,0
0.021195,0.278708,0.021195,-0.052892,0.25071,0.227693,0.327214,0.176677,0.556729,-0.103908,0.123201,0.278708,0
-0.157317,-0.486524,-0.106313,0.533786,0.276211,0.253201,0.174205,0.355232,0.072198,0.763355,0.225208,0.278708,0
0.301713,-1.32828,-0.106313,0.15117,0.276211,0.278708,0.0977,0.15117,0.225208,0.661324,0.276211,0.202185,0
0.148703,0.15117,-0.437835,-0.103908,0.174205,0.15117,0.123201,0.380739,0.480224,1.018433,0.225208,0.176677,0
0.327214,0.661324,0.531228,-0.052892,0.123201,0.176677,0.199706,0.202185,0.072198,0.253201,0.0977,-0.052892,0
0.072198,0.71234,1.015759,0.380739,0.021195,0.176677,0.225208,0.049139,-0.284825,-0.001877,0.148703,0.074646,0
0.072198,0.355232,0.505726,0.049139,-0.029808,0.049139,0.327214,0.074646,-0.437835,-1.09871,-0.029808,-0.052892,0
-0.004307,-0.001877,-0.463336,-0.53754,-0.080812,-0.103908,0.276211,0.049139,-0.259323,-0.358985,-0.029808,0.049139,0
0.378218,-0.129416,0.0977,-0.154923,0.072198,0.125662,0.0977,0.049139,0.352716,0.355232,0.123201,0.253201,0
0.0977,0.278708,0.0977,0.253201,0.276211,0.227693,0.021195,0.049139,0.633234,0.406247,0.352716,0.202185,0
0.072198,0.176677,0.403719,0.71234,0.327214,0.406247,0.021195,0.074646,0.480224,0.814371,0.0977,0.125662,0
0.021195,-0.0784,0.352716,0.15117,0.327214,0.253201,0.148703,0.457263,0.199706,-0.358985,0.276211,0.100154,1
0.301713,-0.129416,0.327214,-0.001877,0.276211,0.202185,0.123201,0.253201,-0.182818,0.329724,0.276211,0.355232,0
0.072198,0.100154,-0.310326,0.15117,0.199706,0.15117,0.429221,0.176677,-0.05531,0.125662,0.301713,0.304216,0
-0.080812,0.380739,-0.488838,0.533786,0.072198,0.023631,0.276211,0.023631,0.709739,-0.333478,-0.029808,-0.027385,0
0.225208,0.737848,-0.004307,0.635817,-0.029808,0.100154,0.148703,0.049139,0.582231,-0.282462,0.021195,0.176677,0
0.429221,-0.052892,0.429221,-0.410001,-0.029808,0.100154,0.072198,0.15117,0.429221,-0.154923,-0.080812,0.278708,1
0.327214,-0.563047,0.939254,0.227693,0.021195,-0.001877,0.072198,-0.129416,-0.488838,0.967417,-0.004307,0.176677,0
0.225208,0.049139,-0.182818,0.049139,0.123201,0.049139,0.174205,0.023631,-0.029808,1.043941,0.0977,0.049139,0
-0.05531,0.661324,0.021195,-0.154923,0.174205,0.176677,0.123201,0.406247,-0.106313,0.227693,0.174205,0.049139,0
0.021195,0.508278,-0.131815,-0.052892,0.327214,0.278708,0.174205,0.610309,-0.080812,0.253201,0.276211,0.100154,0
-0.080812,-0.154923,-1.202884,-0.027385,0.327214,0.406247,0.174205,0.023631,-0.131815,0.227693,0.327214,0.176677,0
0.123201,-0.512032,1.168768,-0.103908,0.225208,0.253201,0.0977,-0.154923,0.0977,-0.920156,0.199706,0.15117,1
0.25071,-0.384493,1.984821,0.508278,0.148703,0.049139,0.0977,0.023631,-0.182818,-0.920156,0.199706,0.15117,1
0.276211,0.533786,-0.182818,0.584801,0.199706,0.15117,0.072198,0.125662,0.811746,0.355232,0.25071,0.202185,0
0.072198,0.890894,0.276211,0.176677,0.021195,0.023631,0.148703,0.380739,0.913752,1.145972,0.174205,0.125662,0
0.225208,0.94191,0.199706,-0.461016,0.046696,-0.0784,0.021195,0.278708,0.607732,1.375541,0.021195,-0.001877,0
0.225208,0.686832,-0.259323,0.049139,0.072198,0.100154,0.148703,0.15117,-0.05531,-1.940466,-0.157317,0.049139,0
0.123201,0.253201,-0.310326,0.125662,0.0977,0.100154,0.199706,0.049139,-0.514339,-1.991481,0.072198,0.100154,0
0.123201,-0.205939,-0.667349,0.100154,0.199706,0.15117,0.225208,0.15117,-0.05531,0.227693,0.148703,0.278708,0
0.123201,-0.716094,-1.279388,0.074646,0.225208,0.329724,0.174205,0.074646,0.046696,1.477572,0.0977,0.355232,0
0.0977,-0.333478,-0.284825,0.406247,0.327214,0.253201,0.225208,0.15117,0.148703,1.73265,0.225208,0.202185,0
0.021195,0.227693,1.831811,0.304216,0.225208,0.176677,0.174205,0.278708,0.276211,1.630619,0.403719,0.15117,0
0.123201,0.074646,0.658736,0.15117,0.174205,0.125662,0.225208,0.610309,0.352716,0.610309,0.327214,0.100154,0
0.25071,0.074646,0.174205,0.355232,-0.004307,0.049139,0.0977,0.202185,-0.20832,-0.052892,0.046696,0.049139,0
0.225208,0.253201,0.301713,0.355232,0.072198,0.15117,0.25071,0.023631,0.225208,-0.052892,0.021195,0.023631,0
0.072198,0.406247,0.199706,0.202185,0.021195,0.049139,0.199706,0.074646,0.684237,-0.154923,0.148703,0.023631,0
0.046696,0.227693,0.403719,0.253201,0.046696,-0.027385,0.123201,0.100154,-0.05531,-0.358985,-0.029808,0.15117,0
0.046696,0.125662,-0.182818,-0.001877,0.148703,0.176677,0.021195,0.176677,0.123201,-0.435509,0.072198,0.100154,0
0.276211,0.355232,0.684237,0.304216,0.25071,0.202185,0.174205,0.176677,0.480224,0.227693,0.0977,0.15117,0
